Data,Net,MODE,Domain,Iteration,Accuracy,TimeStamp,elapse(ms),,,
CIFAR10,VGG,GPU,Spatial,33000,1,1565444635050
CIFAR10,VGG,GPU,Spatial,33100,1,1565444671696
CIFAR10,VGG,GPU,Spatial,33200,1,1565444708341
CIFAR10,VGG,GPU,Spatial,33300,1,1565444744985
CIFAR10,VGG,GPU,Spatial,33400,1,1565444781630
CIFAR10,VGG,GPU,Spatial,33500,1,1565444818278
CIFAR10,VGG,GPU,Spatial,33600,1,1565444854926
CIFAR10,VGG,GPU,Spatial,33700,1,1565444891577
CIFAR10,VGG,GPU,Spatial,33800,1,1565444928228
CIFAR10,VGG,GPU,Spatial,33900,1,1565444964881
CIFAR10,VGG,GPU,Spatial,34000,1,1565445078197
CIFAR10,VGG,GPU,Spatial,34100,1,1565445114842
CIFAR10,VGG,GPU,Spatial,34200,1,1565445151489
CIFAR10,VGG,GPU,Spatial,34300,1,1565445188136
CIFAR10,VGG,GPU,Spatial,34400,1,1565445224786
CIFAR10,VGG,GPU,Spatial,34500,1,1565445261434
CIFAR10,VGG,GPU,Spatial,34600,1,1565445298083
CIFAR10,VGG,GPU,Spatial,34700,1,1565445334734
CIFAR10,VGG,GPU,Spatial,34800,1,1565445371384
CIFAR10,VGG,GPU,Spatial,34900,1,1565445408035
CIFAR10,VGG,GPU,Spatial,35000,1,1565445521352
CIFAR10,VGG,GPU,Spatial,35100,1,1565445558000
CIFAR10,VGG,GPU,Spatial,35200,1,1565445594646
CIFAR10,VGG,GPU,Spatial,35300,1,1565445631292
CIFAR10,VGG,GPU,Spatial,35400,1,1565445667943
CIFAR10,VGG,GPU,Spatial,35500,1,1565445704590
CIFAR10,VGG,GPU,Spatial,35600,1,1565445741239
CIFAR10,VGG,GPU,Spatial,35700,1,1565445777885
